REF,Company,Location,Review_Date,Bean_Origin,Bar_Name,CocoaPer,Enc_ingr,Characteristics,Rating,ingri
2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Peru,Ucayali,72,15,"intense,sweet,vanilla dominate",2.75,"4- B,S,C,V"
2510,Cacao Santa Fe (Art of Chocolate),U.S.A.,2020,Dominican Republic,"Zorzal Reserve, Hispaniola, batch 239",72,15,"cocoa butter dominates, cocoa",2.75,"4- B,S,C,V"
2470,Acalli,U.S.A.,2020,Peru,"Barataria, El Plantal and Norandino Tumbes blend",70,2,"hot cocoa, rich, molasses",3.5,"2- B,S"
2462,Acalli,U.S.A.,2020,Mexico,"Teapa, Tabasco, batch 2",74,2,"herbal, molasses, hammy",3.25,"2- B,S"
2522,Xocolatl,U.S.A.,2020,Nicaragua,"Matagalpa, batch 57",72,2,"sandy, roasty, fig, late spiciness",3.5,"2- B,S"
2518,Xocolatl,U.S.A.,2020,Peru,"San Martin de Pangoa, batch 46",70,2,"burnt caramel, grapes",3.5,"2- B,S"
2522,Xocolatl,U.S.A.,2020,Tanzania,"Kokoa Kamili, Kilombero Valley, batch 1",73,2,"sandy, earthy, hint of tang",3.25,"2- B,S"
2478,Vaka,Canada,2020,Belize,"Maya Mountain, Toledo, batch 91",74,6,"roasted strawberry, bold",3.5,"3- B,S,C"
2470,Tribe,Canada,2020,Peru,Ucayali,70,2,"very sandy, spicey, sweet",3,"2- B,S"
2490,Tribe,Canada,2020,Honduras,"Copan, batch 0A03",70,2,"woody, sweet, unrefined",2.75,"2- B,S"
2490,Tribe,Canada,2020,Vietnam,"Dak Lak, batch 0A08",70,2,"tart, sweet, sour, savory",2.75,"2- B,S"
2530,Triangle Roasters,U.S.A.,2020,Guatemala,Guatemala,70,2,"bright fruit, heavy roast, smooth",3.75,"2- B,S"
2526,Triangle Roasters,U.S.A.,2020,Haiti,Pisa,70,2,"dominating roast, deep cocoa",3.25,"2- B,S"
2526,Triangle Roasters,U.S.A.,2020,Nicaragua,La Colonia,70,2,"high acidity, toffee, spicy",3.25,"2- B,S"
2510,To'ak,Ecuador,2020,Ecuador,"Galapagos, Santa Cruz Island, 2018 h.",75,6,"strong floral, oily, bold, grassy",3.25,"3- B,S,C"
2482,Sweetness,Canada,2020,Papua New Guinea,Papua New Guinea,73,6,"savory lemon, ham",3.25,"3- B,S,C"
2470,Sweetness,Canada,2020,Peru,Ucayali,68,6,"burnt black licorice, intense",3.25,"3- B,S,C"
2474,Sweetness,Canada,2020,Mexico,Tabasco,74,6,"dried fig, earthy, dirty",3,"3- B,S,C"
2514,Ritual,U.S.A.,2020,Madagascar,"Sambirano, 2019 h., batch 7",75,6,"tart fruit, roasty",3.5,"3- B,S,C"
2506,Qantu,Canada,2020,Peru,"Piura, Gran Blanco, lot 400",70,6,grapes and honey,4,"3- B,S,C"
2470,Qantu,Canada,2020,Peru,"Morropon, Piura, AoC Golden Bean 2018",70,6,"intense plum, harsh woody",3.5,"3- B,S,C"
2530,Pollinator,U.S.A.,2020,Tanzania,Tanzania,70,6,"raisins, grapes, tart",3.25,"3- B,S,C"
2530,Pollinator,U.S.A.,2020,Dominican Republic,Zorzal Plantation,70,6,"slightly bitter, earthy, fruity",3,"3- B,S,C"
2530,Pollinator,U.S.A.,2020,Bolivia,"Tranquilidad, ""Wild Bolivia""",70,6,"sandy, dried fruit, earthy",3,"3- B,S,C"
2462,Piety and Desire,U.S.A.,2020,India,Kerla,73,6,"creamy, fruity, mocha",3.5,"3- B,S,C"
2462,Piety and Desire,U.S.A.,2020,Tanzania,"Kokoa Kamili, Kilombero Valley, batch 304",70,6,"sweet, cream, cherry, rich",3.5,"3- B,S,C"
2462,Piety and Desire,U.S.A.,2020,Vietnam,"Dak Nong, batch 405",70,6,"swiss miss, pistachio, rich",3,"3- B,S,C"
2518,Or Dubh,U.S.A.,2020,Tanzania,"Kokoa Kamili, Kilombero Valley, 2018 H.",70,2,"sweet edge, dried fruit, lemon",3.5,"2- B,S"
2518,Or Dubh,U.S.A.,2020,Vietnam,"Ben Tre, Mekond Delta, 2018 H.",70,2,"roast dominates,spicy,astringent",3.25,"2- B,S"
2514,Or Dubh,U.S.A.,2020,Madagascar,"Sambirano, Northern Ambanja, 2018 Harvest",70,2,"sweet, tart, raisin, sour ending",3.25,"2- B,S"
2498,Odyssey,U.S.A.,2020,Vietnam,Ben Tre,70,2,"complex,cranberry,malt, vanilla",3.75,"2- B,S"
2494,Odyssey,U.S.A.,2020,Bolivia,"Tranquilidad, Wild",70,2,"silky smooth, cherry, cocoa",3.75,"2- B,S"
2498,Odyssey,U.S.A.,2020,Colombia,Arhuaca,70,2,"walnut, tobacco, grassy",3.25,"2- B,S"
2494,Odyssey,U.S.A.,2020,India,Idukki Hills,70,2,"intense tart, sourness",3.25,"2- B,S"
2494,Odyssey,U.S.A.,2020,Uganda,Bundibugyo,70,2,"dominant hazelnut, fudge",3.25,"2- B,S"
2494,Odyssey,U.S.A.,2020,Tanzania,Kokoa Kamili,70,2,"sour banana, muted",3,"2- B,S"
2490,Odyssey,U.S.A.,2020,Guatemala,Cahabon,70,2,"damp woody, leather, cocoa",3,"2- B,S"
2486,Nuance,U.S.A.,2020,Vietnam,"Lam Dong, 2016 h., batch 20111",70,6,"spicy, cocoa, hammy",3.25,"3- B,S,C"
2486,Nuance,U.S.A.,2020,Nigeria,"Akwa Ibom, 2017 h., batch 19762",70,6,"cocoa, nut, dried fruit, rubbery",3,"3- B,S,C"
2490,MUCHO,Mexico,2020,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas",70,6,"light color, spicy, sweet, sour",3,"3- B,S,C"
2458,Misina,Czech Republic,2020,Vietnam,Vietnam,70,6,"sour fig, cocoa, creamy, fatty",3.5,"3- B,S,C"
2478,McGuire,Canada,2020,Belize,"Maya Mountain, Toledo",70,6,"cocoa, strawberry",3.25,"3- B,S,C"
2474,McGuire,Canada,2020,Guatemala,"Cahabon E., ""Adioesmac""",70,6,"musty, woody, rubbery, roasty",2.5,"3- B,S,C"
2482,Maverick,U.S.A.,2020,Madagascar,"Akesson P., Sambirano",65,6,"sweet edge, sour fruit",3.25,"3- B,S,C"
2486,Maverick,U.S.A.,2020,Vietnam,"Dak Nong, Marou Cacao",75,6,"roasty, hammy, dirty",3,"3- B,S,C"
2482,Maverick,U.S.A.,2020,U.S.A.,"Hawai'i Island, Big Island, Mauna Kea",70,6,"nutty, cheese, savory",3,"3- B,S,C"
2506,Lumineux,U.S.A.,2020,Ivory Coast,"Cote d'Ivoire, batch 83",67,6,"spice, coconut",3.5,"3- B,S,C"
2506,Lumineux,U.S.A.,2020,Uganda,"Semuliki Forest, Latitude Trading Co, batch 100",68,6,"candied, sweet cocoa, roasty",3.25,"3- B,S,C"
2502,Lumineux,U.S.A.,2020,Tanzania,"Kilombero Valley, batch 74",75,6,"fatty, dominant roast, spice",3.25,"3- B,S,C"
2502,Lumineux,U.S.A.,2020,Madagascar,"Bejofo E., Sambirano, batch 115",73,6,"roasted pear, cocoa, sour",3.25,"3- B,S,C"
2506,Lumineux,U.S.A.,2020,India,"Kerala State, GoGround, batch 88",72,6,"deep cocoa, sl. pungent, sandy",3,"3- B,S,C"
2518,Luisa's Vegan,U.K.,2020,Papua New Guinea,Karkar Island,72,6,"smoke, fruit, ham, fatty",3.25,"3- B,S,C"
2538,Lirio,U.S.A.,2020,Vietnam,"Tien Giang, batch 970",72,2,"spicy, sweet, cocoa",3,"2- B,S"
2538,Lirio,U.S.A.,2020,India,"Anamalai, batch 970",72,2,"basic cocoa, dirty/burnt edge",3,"2- B,S"
2538,Lirio,U.S.A.,2020,Sierra Leone,"Gola Rainforest, batch 920",72,2,"grassy, rubbery, chemical",2.5,"2- B,S"
2478,Kin + Pod,Canada,2020,Colombia,"Tumaco, batch 113",70,6,"poor finish, cocoa, grassy",3.25,"3- B,S,C"
2502,Kah Kow,U.S.A.,2020,Dominican Republic,"West Indian, Rizek Historical S.",67,13,"banana, fall spices, earthy",3.75,"4- B,S,C,L"
2498,Kah Kow,U.S.A.,2020,Dominican Republic,"La Magdalena, Rizek Historical S., single estate",70,6,"light color, nutty, caramel",3.75,"3- B,S,C"
2498,Kah Kow,U.S.A.,2020,Dominican Republic,"Tireo, Rizek Historical Selection, single estate",68,13,"rich cocoa, dried fruit, roasty",3.75,"4- B,S,C,L"
2458,Jordis,Czech Republic,2020,Venezuela,Chuao,75,6,"harsh, burnt nuts, powdery",2.75,"3- B,S,C"
2430,French Broad,U.S.A.,2019,India,"Animalai, batch 1063",71,6,"tea, spicy, sweet",3.25,"3- B,S,C"
2326,Foundry,New Zealand,2019,Peru,"Ucayali, 2017 h., batch PU024",70,2,"fig, mild anise",3.75,"2- B,S"
2322,Foundry,New Zealand,2019,Ecuador,"Camino Verde, 2017 h., batch EC019",70,2,"floral, orange, cocoa",3.75,"2- B,S"
2318,Foundry,New Zealand,2019,Tanzania,"Kilombero Valley, 2017 h., batch TK020",70,2,"nutty, bland, late sour",3.25,"2- B,S"
2322,Foundry,New Zealand,2019,Colombia,"Tumaco, 2017 h., batch U022",70,2,"dirty, roasty, acidic",3,"2- B,S"
2322,Foundry,New Zealand,2019,Vanuatu,"Masidau Farm, batch VM021",70,2,"fruit, smokey, mocha",3,"2- B,S"
2322,Foundry,New Zealand,2019,Bolivia,"Alto Beni, 2017 h.",70,2,"honey, mild floral, mild off",3,"2- B,S"
2318,Foundry,New Zealand,2019,Papua New Guinea,"Kulkul P., Karkar Island, 2018 h., batch PK019",70,2,"off, tropical, vegetal, rubbery",3,"2- B,S"
2430,Fossa,Singapore,2019,Madagascar,"Ottange Farm, Mava Plantation, Sambirano",70,2,"roasted nuts, citrus, creamy",3.5,"2- B,S"
2430,Fossa,Singapore,2019,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas, microlot",70,2,"sticky, dried sour fruit, roasty",3,"2- B,S"
2398,Firetree,U.K.,2019,Vanuatu,Malekula Island,72,13,"cherry, cocoa, creamy",3.75,"4- B,S,C,L"
2398,Firetree,U.K.,2019,Solomon Islands,Guadalcanal,69,13,"plums, cocoa",3.5,"4- B,S,C,L"
2394,Firetree,U.K.,2019,Papua New Guinea,Karkar Island,72,13,"caramel, acidic, creamy",3.5,"4- B,S,C,L"
2398,Firetree,U.K.,2019,Philippines,Mindanao Island,73,13,"creamy, honey, mild hammy",3.25,"4- B,S,C,L"
2450,Exquisito,U.S.A.,2019,Peru,"Maranon, Fortunato",73,6,dominated by heavy roast,3,"3- B,S,C"
2350,ENNA,U.S.A.,2019,Trinidad,"Maiden Voyage Estate, Herbert Pasqual",72,6,"muddy, raisins, nut, rubbery",3.5,"3- B,S,C"
2350,ENNA,U.S.A.,2019,Tanzania,Kokoa Kamili,80,6,"fruit, dirty",3,"3- B,S,C"
2350,ENNA,U.S.A.,2019,Sierra Leone,Gola Rainforest,70,6,"dirty, earthy, burnt, honey",2.5,"3- B,S,C"
2382,Eldora,U.S.A.,2019,Guatemala,"Polochic, batch 711",70,6,"cocoa, fig notes",3.5,"3- B,S,C"
2358,Eclat (Fruition),U.S.A.,2019,Peru,"NOE, nacional/criollo, batch 1",80,2,"nutty, almond butter",3.5,"2- B,S"
2366,Duffy's,U.K.,2019,Philippines,South Cotabato,70,13,"cocoa, honey, watery, sweet",3.5,"4- B,S,C,L"
2390,Double Spiral,U.S.A.,2019,Dominican Republic,Hispaniola,75,2,"dry, cocoa, grassy, spicy",3,"2- B,S"
2390,Double Spiral,U.S.A.,2019,Tanzania,Kokoa Kamili,70,2,"dry, sour, sweet, mild fruit",2.75,"2- B,S"
2390,Double Spiral,U.S.A.,2019,Dominican Republic,Oko Caribe,75,2,"dry, earthy, walnut",2.5,"2- B,S"
2406,Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,"Sao Tome, batch TRI-18-002, trinitario",75,13,"bland, fatty, fruit",3,"4- B,S,C,L"
2402,Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,"Sao Tome, batch OST-18-01",65,13,"complex, sweet, sour, grassy",3,"4- B,S,C,L"
2402,Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,"Sao Tome, unroasted, batch UNR-18-003",70,13,"cocoa, raw, dirty, chemical",2.75,"4- B,S,C,L"
2406,Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,"Sao Tome, Grand Cru Plantation, amelonado",75,13,"late cocoa, harsh, off notes",2.5,"4- B,S,C,L"
2270,Dick Taylor,U.S.A.,2019,Belize,"Maya Mtn, Toledo",72,2,"creamy, sticky, dried fruit",4,"2- B,S"
2434,Dick Taylor,U.S.A.,2019,Madagascar,"Akesson P., Sambirano",72,2,"sticky, dried fruit, toast, cocoa",3.75,"2- B,S"
2422,Desbarres,Canada,2019,Guatemala,"Monte Grande, batch 178",72,2,"smokey, roasty, acidic, rich",3,"2- B,S"
2342,Darcis,Belgium,2019,Vietnam,Mekong Delta,70,13,"muted, creamy, basic cocoa",3.25,"4- B,S,C,L"
2342,Darcis,Belgium,2019,Peru,Piura,72,13,"muted, creamy, grapes, fatty",3,"4- B,S,C,L"
2386,Dandelion,U.S.A.,2019,Vietnam,"Ben Tre, 2018 Harvest",70,2,"green apple, sticky",3.5,"2- B,S"
2402,Cocoa Carib,St. Lucia,2019,St. Lucia,St. Lucia,70,15,"raw, dirty, metallic, dry",2.25,"4- B,S,C,V"
2310,Christopher Elbow,U.S.A.,2019,Brazil,"Fazenda Camboa, 2017 harvest",70,6,"creamy, dried fruit, nutty",4,"3- B,S,C"
2306,Christopher Elbow,U.S.A.,2019,Dominican Republic,Oko Caribe,72,6,"smooth, spicy, cocoa",3.75,"3- B,S,C"
2310,Christopher Elbow,U.S.A.,2019,Tanzania,"Kokoa Kamili, 2017 harvest",72,6,"basic cocoa,mild fruit, sweet",3.5,"3- B,S,C"
2310,Christopher Elbow,U.S.A.,2019,Ecuador,"Camino Verde, 2017 harvest",73,6,"rich cocoa, floral, acidic",3.5,"3- B,S,C"
2310,Christopher Elbow,U.S.A.,2019,Costa Rica,"Hacienda Azul, 2017 harvest",70,6,"cocoa, woody, basic",3.25,"3- B,S,C"
2314,Christopher Elbow,U.S.A.,2019,Vietnam,"Vietnam, Marou 2017 harvest",72,6,"roasty, hammy, nutty",3,"3- B,S,C"
2294,Chocolatoa,Belgium,2019,India,"Idukki Hills, GoGround, batch 0089",70,6,"nutty, honey, grassy",3,"3- B,S,C"
2442,Chocolarder,U.K.,2019,Madagascar,"Ottange Farm, Mava P., Ramena River, Sambirano",74,2,"sugar dominates, molasses",3,"2- B,S"
2298,Chococard (Lapos),Hungary,2019,Dominican Republic,Zorzal,71,6,"chunky, spicy, rubbery",3.25,"3- B,S,C"
2298,Chococard (Lapos),Hungary,2019,Nicaragua,La Dalia,72,6,"grassy, rubbery",2.5,"3- B,S,C"
2422,Chequessett,U.S.A.,2019,Ecuador,Costa Esmeraldas,72,6,"sl. chalky, floral, pure",3.5,"3- B,S,C"
2314,Castronovo,U.S.A.,2019,Mexico,"Xoconusco, criollo, batch 834",70,6,"smooth, caramel, dried fruit",3.75,"3- B,S,C"
2354,Castronovo,U.S.A.,2019,Puerto Rico,Puerto Rico,70,6,"smooth, mellow, floral",3.5,"3- B,S,C"
2402,Casa Lasevicius,Brazil,2019,Brazil,"Amazon Forest, 2018",65,2,"molasses, rich, vegetal",3.25,"2- B,S"
2394,Casa Lasevicius,Brazil,2019,Brazil,"Fazenda Camboa, Bahia, 2018",71,2,"sandy, intense, sweet, rich",3,"2- B,S"
2438,Aelan,Vanuatu,2019,Vanuatu,"EPI Island, batch E 11/19",70,2,"sandy, woody, spicy, sweet",3,"2- B,S"
2442,Aelan,Vanuatu,2019,Vanuatu,"Santo Island, batch S15/19",70,2,"sweet, cocoa, rubbery",2.75,"2- B,S"
2438,Aelan,Vanuatu,2019,Vanuatu,"Malo Island, batch Ma20/19",70,2,"basic, sweet, cocoa, woody",2.75,"2- B,S"
2438,Aelan,Vanuatu,2019,Vanuatu,"Malekula Island, batch M10/19",70,2,"unrefined, sweet, metallic",2.5,"2- B,S"
2278,Cacao de Origen,Venezuela,2019,Venezuela,Canoabo,70,2,"raspberry, dirty, sour",3,"2- B,S"
2278,Cacao de Origen,Venezuela,2019,Venezuela,"Barlovento, Familia Rojas",75,2,"high astringent, sandy, grass",2.5,"2- B,S"
2266,Cacao 70,Canada,2019,Bolivia,Beniano,70,13,subtle but refreshing,3.75,"4- B,S,C,L"
2266,Cacao 70,Canada,2019,Guatemala,Asochivite,70,13,"vegetal, unique",3.5,"4- B,S,C,L"
2330,Cacao 70,Canada,2019,Guatemala,"Monte Grande, lot 001180312",70,13,"off pungent, grassy, melon",3,"4- B,S,C,L"
2274,Cacai Cacao,Taiwan,2019,Philippines,Davao,70,3,base cocoa w/ palm notes,3.5,"2- B,S*"
2274,Cacai Cacao,Taiwan,2019,Taiwan,Pingtung,70,3,"molasses, sour notes",3.25,"2- B,S*"
2314,By Cacao,South Korea,2019,Ecuador,Ecuador,70,2,"smokey, sour",3,"2- B,S"
2290,Bonaterra,Malaysia,2019,Malaysia,"Tawau, Borneo Island",74,2,"grassy, savory, sour",3.25,"2- B,S"
2290,Bonaterra,Malaysia,2019,Malaysia,"Kota Marudu, Borneo Island",72,2,"sweet, fruit, chemical off note",2.75,"2- B,S"
2290,Bonaterra,Malaysia,2019,Malaysia,"Keningau, Borneo Island",68,2,"sweet, dirty, off notes",2.5,"2- B,S"
2422,Bixby,U.S.A.,2019,Belize,Belize,70,2,"off, rubbery, burnt molasses",2.75,"2- B,S"
2374,Xocolatisimo,El Salvador,2019,El Salvador,Hacienda San Jose,70,13,"nutty, basic cocoa",3.25,"4- B,S,C,L"
2378,Xocolatisimo,El Salvador,2019,El Salvador,Hacienda San Jose,75,13,"coarse, sweet, candy, licorice",3,"4- B,S,C,L"
2374,Xocolatisimo,El Salvador,2019,El Salvador,Hacienda San Jose,65,13,"overly sweet, dirty",2.75,"4- B,S,C,L"
2346,Wm,U.S.A.,2019,Venezuela,Porcelana,70,6,"intense, creamy, nutty",3.5,"3- B,S,C"
2406,Wm,U.S.A.,2019,Belize,"Maya Mountain, 2017, batch 255",68,6,"flat, molasses, creamy",3.25,"3- B,S,C"
2314,Tree to Bar,South Korea,2019,Ecuador,Ecuador,70,2,"nutty, floral",3.5,"2- B,S"
2270,Tosier,U.K.,2019,Colombia,Tumaco,70,6,"dull, chewy, sweet",2.75,"3- B,S,C"
2358,Tiny House,U.S.A.,2019,Tanzania,Kokoa Kamili,71,2,"bland, mild honey, sour",2.75,"2- B,S"
2414,Thistle & Rose aka Aggie USU,U.S.A.,2019,Ecuador,"Costa Esmeraldas, 2017 h., batch 28",70,2,"pure, bold, floral",3.5,"2- B,S"
2370,Terroir,U.S.A.,2019,Bolivia,Alto Beni,77,6,"muted, roasted banana",3.25,"3- B,S,C"
2358,Terroir,U.S.A.,2019,Belize,Maya Mountain,77,6,"berries, licorice, cocoa,bitter",3,"3- B,S,C"
2374,Terroir,U.S.A.,2019,Haiti,Haiti,72,6,"harsh, tobacco",2.75,"3- B,S,C"
2306,Taucherli,Switzerland,2019,Mexico,Mexico,70,6,"nutty, fruit, sour, floral",3.25,"3- B,S,C"
2306,Taucherli,Switzerland,2019,Nicaragua,Nicaragua,72,6,"nutty, off, roasty, fatty",3,"3- B,S,C"
2326,Taste Artisan,U.S.A.,2019,Peru,Piura,75,6,fig,4,"3- B,S,C"
2326,Taste Artisan,U.S.A.,2019,Peru,Amazonas,75,6,"blackberry, dirt, high roast",3.25,"3- B,S,C"
2262,Taste Artisan,U.S.A.,2019,Venezuela,"Chuao, batch 20170714C",75,15,"vanilla, fatty",3,"4- B,S,C,V"
2286,Tala,Vietnam,2019,Vietnam,Vietnam,75,6,"intense cocoa, fatty, sticky",3,"3- B,S,C"
2286,Tala,Vietnam,2019,Vietnam,Vietnam,70,6,"cocoa,sweet,fatty, cardboard",2.75,"3- B,S,C"
2434,Svenska Kakaobolaget,Sweden,2019,Tanzania,"Kokoa Kamili, 2017 harvest",74,2,"fruit, burnt, harsh",2.75,"2- B,S"
2366,Solkiki,U.K.,2019,Philippines,"Kablon Farms, Red Pod, 2018 harvest",70,6,"intense, dirty,floral,medicinal",2.5,"3- B,S,C"
2374,Bean,U.K.,2019,Peru,Peru,70,15,"strong vanilla, off notes",2.25,"4- B,S,C,V"
2366,Shane Chocolate Works,U.S.A.,2019,Belize,Belize,70,6,full cocoa flavor,3.5,"3- B,S,C"
2370,Shane Chocolate Works,U.S.A.,2019,Colombia,Colombia,70,6,"black pepper, astringent",3,"3- B,S,C"
2370,Shane Chocolate Works,U.S.A.,2019,Guatemala,Guatemala,70,6,"spicy, rich cocoa, sweet",3,"3- B,S,C"
2446,Seahorse,U.S.A.,2019,Uganda,Semuliki Forest,70,2,"cocoa, roasty, sticky",3.5,"2- B,S"
2446,Seahorse,U.S.A.,2019,Fiji,Matasawalevu,70,2,"sharp, raw, metallic",2.75,"2- B,S"
2294,Bankston,U.S.A.,2019,Tanzania,Kokoa Kamili,72,6,"base cocoa, mild fruit, roasty",3.25,"3- B,S,C"
2454,5150,U.S.A.,2019,Madagascar,"Bejofo Estate, batch 1",76,6,"cocoa, blackberry, full body",3.75,"3- B,S,C"
2294,Bankston,U.S.A.,2019,Uganda,Uganda,82,6,"bitter, fatty, mild fruit",2.75,"3- B,S,C"
2354,River-Sea,U.S.A.,2019,Peru,Ucayali,70,6,"fatty, rubbery, off",2.5,"3- B,S,C"
2290,Bankston,U.S.A.,2019,Belize,Belize,72,6,"gritty, fatty, sour, off",2.5,"3- B,S,C"
2354,River-Sea,U.S.A.,2019,Fiji,"Vanua Levu, Matasawalevu",70,6,"fatty, rubbery, nutty",2.5,"3- B,S,C"
2418,Ritual,U.S.A.,2019,Trinidad,"Jagassar Estate, Moruga Region, microlot",80,2,"rich brownie, dried fruit",3.5,"2- B,S"
2282,Ritual,U.S.A.,2019,Nicaragua,"La Colonia, Enliven Cacao",70,2,"complex, honey, fruit, nut",3.5,"2- B,S"
2334,Raphio,U.S.A.,2019,Nicaragua,Matagalpa,72,6,"grassy, earthy, roasty, dirty",3.5,"3- B,S,C"
2330,Raphio,U.S.A.,2019,Dominican Republic,"Oko Caribe, San Fran. De Macoris, El Cibao",72,6,"floral, roasted cacao, dirty",3.5,"3- B,S,C"
2426,Qantu,Canada,2019,Peru,"Chunchu, Ayacucho, lot 208",70,6,"bold, nutty, floral, wine",3.75,"3- B,S,C"
2318,Public Chocolatory,South Korea,2019,Vietnam,Vietnam,70,2,"fruit, tart, fertilzer",2.75,"2- B,S"
2418,Pralus,France,2019,Ecuador,Equateur,75,13,"dried fruit, floral",3.5,"4- B,S,C,L"
2414,Pralus,France,2019,Tanzania,Tanzanie,75,13,"spicy, cocoa",3.5,"4- B,S,C,L"
2410,Pralus,France,2019,Sao Tome & Principe,Sao Tome & Principe,75,13,"deep cocoa, fatty, mild ashey",3.5,"4- B,S,C,L"
2414,Pralus,France,2019,Ghana,Ghana,75,13,"rich cocoa, fatty, roasty",3.25,"4- B,S,C,L"
2410,Pralus,France,2019,Trinidad,Trinidad,75,13,"tobacco,deep cocoa, sl. burnt",3.25,"4- B,S,C,L"
2418,Pralus,France,2019,Colombia,Colombie,75,13,"sandy, coffee, sweet, roasty",3,"4- B,S,C,L"
2414,Pralus,France,2019,Madagascar,Nosy Be Isle.,75,13,"high acidity,roasty,sour,chalky",3,"4- B,S,C,L"
2410,Pralus,France,2019,Venezuela,Barlovento,75,13,"roasty, black licorice, rubbery",3,"4- B,S,C,L"
2410,Pralus,France,2019,Indonesia,Java,75,13,"fruit, woody, ashey, fatty",3,"4- B,S,C,L"
2406,Pralus,France,2019,Papua New Guinea,Papouasie,75,13,"complex, smoke, intense, ham",3,"4- B,S,C,L"
2342,Pierre Marcolini,Belgium,2019,Cameroon,"Haut Penja, Transporte",70,13,"rich cocoa, off flavor",3,"4- B,S,C,L"
2342,Pierre Marcolini,Belgium,2019,Madagascar,"Sambirano, Rieur, Ambanja",76,13,"powdery, roasty, off flavor",3,"4- B,S,C,L"
2294,Petite Patrie,Canada,2019,Peru,"Ucayali, batch PR-17",70,13,"off aroma, anise, dried fruit",3.25,"4- B,S,C,L"
2434,Atypic,Australia,2019,Solomon Islands,Solomon Islands,70,13,"off aroma,vegetal,honey,sandy",3,"4- B,S,C,L"
2278,Parre Chocolat,U.S.A.,2019,Colombia,Colombia,75,6,"nut, roasty, high astringent",3,"3- B,S,C"
2274,Parre Chocolat,U.S.A.,2019,Dominican Republic,Dominican Republic,75,6,"rubbery, buttery, soil",2.75,"3- B,S,C"
2274,Parre Chocolat,U.S.A.,2019,Guatemala,Guatemala,75,6,"fatty, woody, poor aftertaste",2.75,"3- B,S,C"
2302,Pangea,Spain,2019,Peru,Chilique,71,2,"sandy, fruit, cocoa, sour",3.5,"2- B,S"
2302,Pangea,Spain,2019,Dominican Republic,Caribe,76,2,"cocoa, earthy, roasty",3.25,"2- B,S"
2298,Pangea,Spain,2019,Madagascar,Sambirano,76,2,"fruit, sour, roasty",3.25,"2- B,S"
2298,Pangea,Spain,2019,Belize,Maya Mtn,75,2,"fig, sour, rubbery",3.25,"2- B,S"
2334,Pangea,Spain,2019,Philippines,South Cotabato,76,2,"burnt caramel, coffee",3,"2- B,S"
2334,Pangea,Spain,2019,Bolivia,"Alto Beni, batch 100518",76,2,"harsh, tobacco, roasty",2.75,"2- B,S"
2286,Palette de Bine,Canada,2019,Peru,"Maranon, batch 28",70,2,"intense spicy, floral",3.5,"2- B,S"
2386,Obolo,Chile,2019,Peru,"Pangoa, 2018, batch 1584 - E",70,2,"intense grapes, sweet cocoa",3.75,"2- B,S"
2394,Ninth (9th) & Larkin,U.S.A.,2019,Colombia,"Sierra Nevada, batch CSN192",72,6,"strong base cocoa, rubber",3.25,"3- B,S,C"
2282,Ninth (9th) & Larkin,U.S.A.,2019,Fiji,"Matasawalevu, batch FJMA1",74,6,"sour, rubbery, off",2.75,"3- B,S,C"
2398,Nikoa,Ecuador,2019,Ecuador,"Los Rios, Dec. 2018 H., Batch 2",72,6,"floral, cocoa, creamy",3.75,"3- B,S,C"
2418,Naive,Lithuania,2019,El Salvador,"Finca Concepcion, nano-lot",70,6,"bold, savory, creamy",3.25,"3- B,S,C"
2458,Naive,Lithuania,2019,Nicaragua,"Rugoso, nanolot for Cacao Review",67,6,"strong, rubbery, woody, sweet",2.75,"3- B,S,C"
2450,Moka Origins,U.S.A.,2019,Tanzania,Kokoa Kamili,72,2,"cocoa, fig, classic",3.75,"2- B,S"
2338,Moka Origins,U.S.A.,2019,Dominican Republic,Zorzal Estate,70,2,"dark berry, earthy",3.5,"2- B,S"
2350,Moka Origins,U.S.A.,2019,Sierra Leone,Gola Rainforest,72,6,"roasty, honey, sweet",3,"3- B,S,C"
2354,Mission,Brazil,2019,Puerto Rico,"Puerto Rico, 2018 harvest",70,6,"powdery, intense, floral",3,"3- B,S,C"
2370,Mirzam,U.A.E.,2019,Tanzania,Kokoa Kamili,72,6,"complex, fruit, nut, rich",3.75,"3- B,S,C"
2382,Mindo,U.S.A.,2019,Ecuador,"Ecuador, lot# 181220",67,6,"sandy, harsh, floral",2.75,"3- B,S,C"
2346,Millesime,Belgium,2019,Brazil,"Fazenda Leolinad, Bahia, 2017 H.",76,6,"dry, sandy, dirt, empty",3,"3- B,S,C"
2346,Millesime,Belgium,2019,India,"Kaithapara Village, Idukki, Kerala, 2017 H.",74,6,"dry, sandy, empty, sweet",3,"3- B,S,C"
2346,Millesime,Belgium,2019,Ecuador,"Los Rios, Arriba, 2017 Harvest",70,6,"sandy, nutmeg, astringent",3,"3- B,S,C"
